ens_gene,Symbol,Uniq_syms,entrez,Gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
4933424L21Rik,4933424L21Rik,4933424L21Rik,78762,RIKEN cDNA 4933424L21 gene,28.03020488,0.007027442,0.082704445,0.658330922,NA
ENSMUSG00000110251.1,NA,ENSMUSG00000110251.1,NA,NA,7.8606728,0.005067016,0.0895099,0.65834608,NA
Dnaja1,Dnaja1,Dnaja1,15502,DnaJ heat shock protein family (Hsp40) member A1,9704.684216,0.006608303,0.084182977,0.658401807,0.943204531
Igsf5,Igsf5,Igsf5,72058,"immunoglobulin superfamily, member 5",2.806363557,0.002222823,0.099850388,0.658544666,NA
ENSMUSG00000093594.1,NA,ENSMUSG00000093594.1,NA,NA,152.5564668,-0.010352254,0.070863801,0.658577483,0.943347178
Dynlt1b,Dynlt1b,Dynlt1b,21648,dynein light chain Tctex-type 1B,568.8352649,-0.013874212,0.058928475,0.658667708,0.943367408
ENSMUSG00000092560.2,NA,ENSMUSG00000092560.2,NA,NA,4.525633303,-0.003942562,0.093449724,0.658676661,NA
Gm29571,Gm29571,Gm29571,102640597,predicted gene 29571,2.612989084,0.00337805,0.095507529,0.658769111,NA
ENSMUSG00000104316.1,NA,ENSMUSG00000104316.1,NA,NA,8.68387898,0.004095009,0.092891688,0.658854563,NA
Kif9,Kif9,Kif9,16578,kinesin family member 9,18.93126038,0.006070812,0.086019517,0.658878003,NA
ENSMUSG00000082507.1,NA,ENSMUSG00000082507.1,NA,NA,7.675287332,0.003885238,0.093642621,0.658957204,NA
Barhl1,Barhl1,Barhl1,54422,BarH like homeobox 1,4.76258352,0.004050009,0.093045511,0.659001333,NA
ENSMUSG00000106837.1,NA,ENSMUSG00000106837.1,NA,NA,62.89732095,-0.007506129,0.080912782,0.659055561,0.94368772
Ndc1,Ndc1,Ndc1,72787,NDC1 transmembrane nucleoporin,155.8837226,0.010988146,0.068749648,0.65910289,0.94368772
Cfdp1,Cfdp1,Cfdp1,23837,craniofacial development protein 1,2139.227399,-0.013894748,0.058744914,0.659119738,0.94368772
Vax2,Vax2,Vax2,24113,ventral anterior homeobox 2,24.15201842,0.006867243,0.083198615,0.659214615,NA
ENSMUSG00000109378.1,NA,ENSMUSG00000109378.1,NA,NA,188.7665933,0.0117322,0.066380922,0.659316765,0.943741931
ENSMUSG00000103696.1,NA,ENSMUSG00000103696.1,NA,NA,219.6879773,-0.00842534,0.077519009,0.659355486,0.943741931
1500026H17Rik,1500026H17Rik,1500026H17Rik,69002,RIKEN cDNA 1500026H17 gene,50.46159469,0.006881825,0.083129082,0.65941821,0.943741931
Gm48551,Gm48551,Gm48551,117934533,"predicted gene, 48551",12.36457234,0.004981867,0.08973355,0.65947778,NA
Ect2l,Ect2l,Ect2l,100045792,epithelial cell transforming sequence 2 oncogene-like,14.08566128,-0.005396213,0.088302336,0.65948512,NA
Cdk14,Cdk14,Cdk14,18647,cyclin dependent kinase 14,40.79320462,-0.007233683,0.081855584,0.659534396,0.943741931
Endov,Endov,Endov,338371,endonuclease V,428.9866043,0.011062865,0.068450986,0.659631763,0.943741931
Nat2,Nat2,Nat2,17961,N-acetyltransferase 2 (arylamine N-acetyltransferase),103.4247758,0.010477006,0.070308425,0.659856752,0.943741931
Ppp2r1a,Ppp2r1a,Ppp2r1a,51792,"protein phosphatase 2, regulatory subunit A, alpha",3873.752827,0.0148786,0.048701472,0.659871731,0.943741931
ENSMUSG00000113811.1,NA,ENSMUSG00000113811.1,NA,NA,2.130985661,-0.00288155,0.097304524,0.65987329,NA
ENSMUSG00000112616.1,NA,ENSMUSG00000112616.1,NA,NA,5.255373942,0.003842796,0.093741334,0.660041085,NA
Vbp1,Vbp1,Vbp1,22327,von Hippel-Lindau binding protein 1,2706.324988,-0.014132114,0.057359196,0.660090969,0.943741931
Aldh5a1,Aldh5a1,Aldh5a1,214579,"aldhehyde dehydrogenase family 5, subfamily A1",14.24211491,-0.005873012,0.086612417,0.660126109,NA
Tmem259,Tmem259,Tmem259,216157,transmembrane protein 259,719.8585326,0.014395641,0.055727474,0.660291166,0.943741931
Gm13771,Gm13771,Gm13771,102633523,"cytochrome c oxidase subunit 7B, mitochondrial pseudogene",4.225393033,-0.004038212,0.093018877,0.660305258,NA
Emilin1,Emilin1,Emilin1,100952,elastin microfibril interfacer 1,20.64244704,0.006279992,0.085180095,0.660332399,NA
Slc7a11,Slc7a11,Slc7a11,26570,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",1.909393532,0.002308563,0.099454366,0.660398384,NA
Ciao2a,Ciao2a,Ciao2a,68250,cytosolic iron-sulfur assembly component 2A,4270.901113,0.013423232,0.06049933,0.660408109,0.943741931
Get3,Get3,Get3,56495,"guided entry of tail-anchored proteins factor 3, ATPase",1036.774622,-0.013022437,0.061988005,0.660470544,0.943741931
ENSMUSG00000073274.4,NA,ENSMUSG00000073274.4,NA,NA,21.93331704,-0.006349317,0.084925077,0.660483385,NA
ENSMUSG00000108991.1,NA,ENSMUSG00000108991.1,NA,NA,34.61177533,-0.006680421,0.083751741,0.660526072,0.943741931
Map2,Map2,Map2,17756,microtubule-associated protein 2,2.10480862,-0.00253204,0.098592133,0.660574254,NA
Med1,Med1,Med1,19014,mediator complex subunit 1,2718.948189,-0.01483362,0.050370971,0.660625062,0.943741931
Mmachc,Mmachc,Mmachc,67096,"methylmalonic aciduria cblC type, with homocystinuria",68.25185668,-0.009122477,0.074847729,0.660685444,0.943741931
Rpa3,Rpa3,Rpa3,68240,replication protein A3,1556.748978,0.01275619,0.062874933,0.66076692,0.943741931
AU040320,AU040320,AU040320,100317,expressed sequence AU040320,1718.672755,0.013705699,0.059248875,0.660855821,0.943741931
Lrrc58,Lrrc58,Lrrc58,320184,leucine rich repeat containing 58,894.7977497,-0.012779288,0.062776976,0.660899035,0.943741931
Rbm48,Rbm48,Rbm48,269623,RNA binding motif protein 48,587.8024814,0.01318879,0.061313867,0.660910617,0.943741931
Gm26487,Gm26487,Gm26487,115489198,"predicted gene, 26487",3.919681306,-0.003282691,0.095762588,0.660940338,NA
Itprip,Itprip,Itprip,414801,"inositol 1,4,5-triphosphate receptor interacting protein",815.7310038,0.012240544,0.064559668,0.660959508,0.943741931
Med6,Med6,Med6,69792,mediator complex subunit 6,622.4825413,-0.012078339,0.065075795,0.66100537,0.943741931
ENSMUSG00000111546.1,NA,ENSMUSG00000111546.1,NA,NA,1.892008888,-0.002597092,0.098330053,0.661010497,NA
ENSMUSG00000092182.1,NA,ENSMUSG00000092182.1,NA,NA,39.90384079,0.007136724,0.08207031,0.661024035,0.943741931
Zfp518b,Zfp518b,Zfp518b,100515,zinc finger protein 518B,8.69124411,0.004667624,0.090736084,0.661029401,NA
Nae1,Nae1,Nae1,234664,NEDD8 activating enzyme E1 subunit 1,1995.505986,-0.014104956,0.057273603,0.661047983,0.943741931
Ndufaf3,Ndufaf3,Ndufaf3,66706,NADH:ubiquinone oxidoreductase complex assembly factor 3,875.7690204,0.012330278,0.064255038,0.661060417,0.943741931
Nudt15,Nudt15,Nudt15,214254,nudix hydrolase 15,41.90221944,-0.007266611,0.081593325,0.661082,0.943741931
Rnf114,Rnf114,Rnf114,81018,ring finger protein 114,3658.872787,0.013755841,0.058965102,0.661169388,0.943741931
Katnb1,Katnb1,Katnb1,74187,katanin p80 (WD40-containing) subunit B 1,1594.078289,0.013916339,0.058207908,0.661199571,0.943741931
3300005D01Rik,3300005D01Rik,3300005D01Rik,78512,RIKEN cDNA 3300005D01 gene,3.051558876,-0.003321707,0.095599992,0.661322826,NA
Adar,Adar,Adar,56417,"adenosine deaminase, RNA-specific",2395.259557,0.014052018,0.057490949,0.661325137,0.943741931
Rad52,Rad52,Rad52,19365,"RAD52 homolog, DNA repair protein",639.1356642,-0.011754874,0.066063084,0.661340596,0.943741931
ENSMUSG00000085711.4,NA,ENSMUSG00000085711.4,NA,NA,17.08356065,-0.00627413,0.085121329,0.661344907,NA
ENSMUSG00000098198.1,NA,ENSMUSG00000098198.1,NA,NA,8.398297531,0.004406558,0.091639647,0.661372117,NA
ENSMUSG00000107352.1,NA,ENSMUSG00000107352.1,NA,NA,85.44049669,-0.0087952,0.075950904,0.661374829,0.943741931
ENSMUSG00000116879.1,NA,ENSMUSG00000116879.1,NA,NA,8.38947202,-0.004279875,0.09208942,0.66141567,NA
Cab39,Cab39,Cab39,12283,calcium binding protein 39,10859.86337,0.01479424,0.048214042,0.661500546,0.943741931
ENSMUSG00000091102.1,NA,ENSMUSG00000091102.1,NA,NA,9.642246739,-0.005065456,0.089315898,0.66150103,NA
Stc2,Stc2,Stc2,20856,stanniocalcin 2,98.00709867,0.009434362,0.073643946,0.661565252,0.943741931
Sema4c,Sema4c,Sema4c,20353,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",30.22358223,-0.007503872,0.080674957,0.661620204,NA
ENSMUSG00000108693.1,NA,ENSMUSG00000108693.1,NA,NA,238.838721,0.010808043,0.069022392,0.661712342,0.943741931
Fam216a,Fam216a,Fam216a,68948,"family with sequence similarity 216, member A",56.8960059,0.008524868,0.076897709,0.66174695,0.943741931
Gm6139,Gm6139,Gm6139,108169072,predicted gene 6139,5.561542611,-0.004327186,0.091899138,0.661790097,NA
Rab11fip4,Rab11fip4,Rab11fip4,268451,RAB11 family interacting protein 4 (class II),2864.843685,-0.014567221,0.053778578,0.661822582,0.943741931
Ctbs,Ctbs,Ctbs,74245,chitobiase,134.1809964,-0.009692516,0.072715106,0.661833342,0.943741931
ENSMUSG00000100213.1,NA,ENSMUSG00000100213.1,NA,NA,34.28392318,0.005015246,0.089462336,0.661951029,0.943741931
Pla2g4b,Pla2g4b,Pla2g4b,211429,"phospholipase A2, group IVB (cytosolic)",18.57494382,0.006251133,0.085152441,0.661979376,NA
ENSMUSG00000033731.9,NA,ENSMUSG00000033731.9,NA,NA,4.267837965,0.003708553,0.094132266,0.662033584,NA
Nup188,Nup188,Nup188,227699,nucleoporin 188,1227.594415,-0.014428924,0.054897336,0.662055569,0.943741931
Cenpf,Cenpf,Cenpf,108000,centromere protein F,109.380232,0.007225101,0.081640574,0.662201751,0.943741931
Gm10640,Gm10640,Gm10640,100038516,predicted gene 10640,64.20175182,-0.008838204,0.075700418,0.662228895,0.943741931
Gimap5,Gimap5,Gimap5,317757,"GTPase, IMAP family member 5",3897.534764,-0.013064399,0.061561738,0.662266388,0.943741931
Trdd1,Trdd1,Trdd1,100114902,T cell receptor delta diversity 1,18.6852825,-0.005938744,0.086225599,0.662277849,NA
Ipp,Ipp,Ipp,16351,IAP promoted placental gene,682.9005258,0.011573245,0.066523715,0.662279046,0.943741931
Ahcyl,Ahcyl,Ahcyl,11615,adenosylhomocysteinase like,31.47113604,-0.007549898,0.080436355,0.662334247,NA
ENSMUSG00000113519.1,NA,ENSMUSG00000113519.1,NA,NA,22.18140956,-0.00656231,0.084017173,0.662381829,NA
Gm17089,Gm17089,Gm17089,118027456,predicted gene 17089,31.92732852,-0.007201974,0.081698843,0.662483793,0.943925184
Xrra1,Xrra1,Xrra1,446101,X-ray radiation resistance associated 1,3.511514041,0.003268501,0.095745159,0.662503849,NA
ENSMUSG00000117760.1,NA,ENSMUSG00000117760.1,NA,NA,3.696902655,0.003118871,0.096298584,0.662680968,NA
Gm5303,Gm5303,Gm5303,384360,kelch domain containing pseudogene,1.485564514,-0.002558812,0.098412647,0.662737039,NA
Ccnq,Ccnq,Ccnq,69109,cyclin Q,1653.388835,0.013711718,0.058846501,0.662765434,0.944129426
Ulk4,Ulk4,Ulk4,209012,unc-51-like kinase 4,1.935391954,0.002363305,0.099162066,0.662770276,NA
Ung,Ung,Ung,22256,uracil DNA glycosylase,85.13648596,-0.007592974,0.080233809,0.662779466,0.944129426
ENSMUSG00000089177.1,NA,ENSMUSG00000089177.1,NA,NA,5.672121641,0.003627462,0.094392935,0.662816181,NA
Mogat1,Mogat1,Mogat1,68393,monoacylglycerol O-acyltransferase 1,2.456169672,0.002427074,0.098913883,0.662825247,NA
A930016O22Rik,A930016O22Rik,A930016O22Rik,100503495,RIKEN cDNA A930016O22 gene,3.476473583,-0.00335393,0.095408145,0.662883564,NA
Rpl21-ps5,Rpl21-ps5,Rpl21-ps5,545172,"ribosomal protein L21, pseudogene 5",2.087309569,0.002929809,0.097001496,0.662893335,NA
ENSMUSG00000105460.1,NA,ENSMUSG00000105460.1,NA,NA,9.78343085,-0.003912135,0.093335648,0.662988504,NA
Tmem167b,Tmem167b,Tmem167b,67495,transmembrane protein 167B,1119.585079,0.013867937,0.05804748,0.663020652,0.944207886
ENSMUSG00000105541.1,NA,ENSMUSG00000105541.1,NA,NA,4.720077569,-0.004064453,0.092774223,0.663097737,NA
Abitram,Abitram,Abitram,230234,actin binding transcription modulator,532.9060473,-0.011892821,0.065405852,0.663100755,0.944207886
Tenm1,Tenm1,Tenm1,23963,teneurin transmembrane protein 1,8.907990548,-0.004342093,0.091767565,0.663172459,NA
Sart1,Sart1,Sart1,20227,squamous cell carcinoma antigen recognized by T cells 1,1893.073154,0.014529138,0.053523654,0.663183911,0.944207886
Rrp9,Rrp9,Rrp9,27966,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",699.5284987,0.013579452,0.059353514,0.663192973,0.944207886
ENSMUSG00000084796.1,NA,ENSMUSG00000084796.1,NA,NA,8667.743927,-0.011453571,0.066789831,0.663215397,0.944207886
ENSMUSG00000086312.1,NA,ENSMUSG00000086312.1,NA,NA,28.58991479,-0.006164057,0.08535761,0.663283263,NA
Gm12285,Gm12285,Gm12285,433423,ubiquitin C pseudogene,1.55300935,0.002418707,0.09892807,0.663344481,NA
ENSMUSG00000090048.1,NA,ENSMUSG00000090048.1,NA,NA,2.934601814,-0.003029656,0.096604754,0.663375577,NA
ENSMUSG00000094497.1,NA,ENSMUSG00000094497.1,NA,NA,12.73023411,0.005772265,0.086727107,0.663377539,NA
Ahctf1,Ahctf1,Ahctf1,226747,AT hook containing transcription factor 1,1593.35817,-0.013591815,0.059250395,0.663447856,0.944297586
ENSMUSG00000080979.3,NA,ENSMUSG00000080979.3,NA,NA,3.692365976,0.00368502,0.094147567,0.663463031,NA
Cnst,Cnst,Cnst,226744,"consortin, connexin sorting protein",724.4431511,0.012817303,0.062248847,0.663623554,0.944297586
Mrm2,Mrm2,Mrm2,68017,mitochondrial rRNA methyltransferase 2,100.0120778,0.009970291,0.071559078,0.663641351,0.944297586
Tmod4,Tmod4,Tmod4,50874,tropomodulin 4,63.85520954,-0.008771371,0.075776635,0.663738813,0.944297586
Gm17072,Gm17072,Gm17072,100417496,voltage-dependent anion channel 1 pseudogene,5.193752291,-0.004014824,0.092917765,0.663789368,NA
Nxnl2,Nxnl2,Nxnl2,75124,nucleoredoxin-like 2,14.96588813,0.005412714,0.087952318,0.663825272,NA
Commd5,Commd5,Commd5,66398,COMM domain containing 5,17.17255771,-0.005824525,0.08650976,0.663846436,NA
Zfp62,Zfp62,Zfp62,22720,zinc finger protein 62,1513.463882,-0.014364612,0.054698481,0.663995702,0.944297586
ENSMUSG00000107136.1,NA,ENSMUSG00000107136.1,NA,NA,53.45859664,0.006624664,0.083653348,0.66405269,0.944297586
Tbxa2r,Tbxa2r,Tbxa2r,21390,thromboxane A2 receptor,631.0039177,0.013039427,0.0613711,0.664072336,0.944297586
Map10,Map10,Map10,74393,microtubule-associated protein 10,12.04339816,-0.004761541,0.090218221,0.66412317,NA
ENSMUSG00000097793.1,NA,ENSMUSG00000097793.1,NA,NA,25.78116546,0.006370659,0.084555285,0.66415264,NA
2210406O10Rik,2210406O10Rik,2210406O10Rik,76710,RIKEN cDNA 2210406O10 gene,3.452505286,-0.003297254,0.095561568,0.664168734,NA
ENSMUSG00000097994.1,NA,ENSMUSG00000097994.1,NA,NA,153.3889925,-0.008688684,0.076031411,0.664171411,0.944297586
Nenf,Nenf,Nenf,66208,neuron derived neurotrophic factor,67.81826365,0.007652965,0.079871031,0.664196191,0.944297586
ENSMUSG00000102235.1,NA,ENSMUSG00000102235.1,NA,NA,11.92541378,-0.00498327,0.089431774,0.664199477,NA
Nploc4,Nploc4,Nploc4,217365,"NPL4 homolog, ubiquitin recognition factor",2597.614364,0.014600308,0.051947744,0.664239821,0.944297586
2310010J17Rik,2310010J17Rik,2310010J17Rik,78329,RIKEN cDNA 2310010J17 gene,152.3204624,-0.010268257,0.070490652,0.66424678,0.944297586
Armcx4,Armcx4,Armcx4,100503043,"armadillo repeat containing, X-linked 4",41.40801729,0.007383824,0.080863487,0.664251282,0.944297586
ENSMUSG00000111380.1,NA,ENSMUSG00000111380.1,NA,NA,9.439587392,0.005208309,0.088637481,0.664271247,NA
Chek2,Chek2,Chek2,50883,checkpoint kinase 2,227.770928,-0.01014973,0.070880056,0.664294802,0.944297586
Nynrin,Nynrin,Nynrin,277154,NYN domain and retroviral integrase containing,6.420037656,-0.004055388,0.092740806,0.664325281,NA
Synpo,Synpo,Synpo,104027,synaptopodin,27.55004646,0.006016684,0.085792032,0.664399415,NA
ENSMUSG00000103984.1,NA,ENSMUSG00000103984.1,NA,NA,42.79001042,-0.007133542,0.081770716,0.664411662,0.944297586
Prss12,Prss12,Prss12,19142,serine protease 12 neurotrypsin (motopsin),61.45753589,-0.007890814,0.078962849,0.664421067,0.944297586
ENSMUSG00000097416.3,NA,ENSMUSG00000097416.3,NA,NA,31.20373321,-0.007444527,0.080612108,0.664526871,NA
Rpl7a-ps2,Rpl7a-ps2,Rpl7a-ps2,217924,"ribosomal protein L7A, pseudogene 2",1.659555369,-0.002436253,0.098817804,0.664560558,NA
Gm5628,Gm5628,Gm5628,434585,G patch domain and ankyrin repeats 1 pseudogene,3.542682913,-0.003489883,0.094813813,0.664693555,NA
Sde2,Sde2,Sde2,208768,SDE2 telomere maintenance homolog (S. pombe),1616.416416,0.014556246,0.052280493,0.664743795,0.944561324
ENSMUSG00000103165.1,NA,ENSMUSG00000103165.1,NA,NA,13.24827392,-0.004174675,0.092283387,0.664747689,NA
ENSMUSG00000086752.1,NA,ENSMUSG00000086752.1,NA,NA,1.675769831,-0.002515528,0.098504109,0.664788929,NA
Spmip6,Spmip6,Spmip6,73721,sperm microtubule inner protein 6,1.450759598,-0.002366615,0.09907996,0.664790604,NA
Cog8,Cog8,Cog8,97484,component of oligomeric golgi complex 8,1839.348094,0.013836678,0.057785905,0.664881536,0.944561324
Tyw5,Tyw5,Tyw5,68736,tRNA-yW synthesizing protein 5,312.242234,0.012008449,0.064804729,0.664894994,0.944561324
Neil2,Neil2,Neil2,382913,nei like 2 (E. coli),41.5934525,-0.007723225,0.07953754,0.664911432,0.944561324
Ghrl,Ghrl,Ghrl,58991,ghrelin,9.03623929,0.004969062,0.08943229,0.664977813,NA
ENSMUSG00000106438.1,NA,ENSMUSG00000106438.1,NA,NA,11.759977,-0.004962943,0.089452517,0.664998975,NA
ENSMUSG00000086889.1,NA,ENSMUSG00000086889.1,NA,NA,21.33036272,-0.00666482,0.083425878,0.665018497,NA
Filip1,Filip1,Filip1,70598,filamin A interacting protein 1,23.55193277,-0.005971773,0.085893928,0.665146583,NA
Bag3,Bag3,Bag3,29810,BCL2-associated athanogene 3,338.2077867,-0.009855106,0.07177145,0.665203514,0.944632871
ENSMUSG00000098609.1,NA,ENSMUSG00000098609.1,NA,NA,46.79297547,-0.007586041,0.080018786,0.66521147,0.944632871
Gm13394,Gm13394,Gm13394,100033452,glyceraldehyde-3-phosphate dehydrogenase pseudogene,8.561009582,-0.00488628,0.08970817,0.665236286,NA
ENSMUSG00000111415.1,NA,ENSMUSG00000111415.1,NA,NA,4.42776479,0.002818982,0.097326254,0.665251523,NA
Mapk1ip1,Mapk1ip1,Mapk1ip1,69546,mitogen-activated protein kinase 1 interacting protein 1,353.6326413,0.012305422,0.063774841,0.665283334,0.944632871
Hspb9,Hspb9,Hspb9,75482,"heat shock protein, alpha-crystallin-related, B9",7.120497246,0.004056077,0.092686105,0.665285829,NA
Abcf1,Abcf1,Abcf1,224742,"ATP-binding cassette, sub-family F member 1",5192.974459,0.014622441,0.048792453,0.665371768,0.944632871
Rbm5,Rbm5,Rbm5,83486,RNA binding motif protein 5,8952.8877,0.013361239,0.059876203,0.665398968,0.944632871
AA414768,AA414768,AA414768,245350,expressed sequence AA414768,52.35236496,0.007817952,0.079131459,0.665425648,0.944632871
Oxgr1,Oxgr1,Oxgr1,239283,oxoglutarate (alpha-ketoglutarate) receptor 1,1.712252008,-0.0028149,0.097334481,0.665434974,NA
ENSMUSG00000110440.1,NA,ENSMUSG00000110440.1,NA,NA,15.66856425,-0.006238632,0.084919176,0.665485739,NA
Cabyr,Cabyr,Cabyr,71132,calcium binding tyrosine phosphorylation regulated,17.70632209,-0.005454147,0.087692713,0.665487956,NA
Psen1,Psen1,Psen1,19164,presenilin 1,2941.095587,0.013507105,0.05922904,0.66549523,0.944632871
Cd300ld,Cd300ld,Cd300ld,217305,CD300 molecule like family member d,10.59320466,0.00379866,0.093616189,0.665625537,NA
ENSMUSG00000113310.1,NA,ENSMUSG00000113310.1,NA,NA,11.78574706,-0.004748818,0.090169994,0.665644032,NA
Smim17,Smim17,Smim17,100042450,small integral membrane protein 17,4.357342358,0.003212442,0.095811389,0.6657155,NA
Xcl1,Xcl1,Xcl1,16963,chemokine (C motif) ligand 1,12.7684435,-0.004836586,0.089853103,0.665730923,NA
Mtrf1,Mtrf1,Mtrf1,211253,mitochondrial translational release factor 1,191.9708827,-0.010425457,0.069790804,0.665804717,0.944842527
Usp9x,Usp9x,Usp9x,22284,"ubiquitin specific peptidase 9, X chromosome",1599.515378,-0.013737843,0.058041152,0.665977409,0.944842527
Ilk,Ilk,Ilk,16202,integrin linked kinase,8.10694442,-0.004669206,0.090432572,0.665984942,NA
Hdhd3,Hdhd3,Hdhd3,72748,haloacid dehalogenase-like hydrolase domain containing 3,33.44366896,-0.006662388,0.083345628,0.666051689,0.944842527
Neil1,Neil1,Neil1,72774,nei endonuclease VIII-like 1 (E. coli),622.14948,-0.012659681,0.062442608,0.666101413,0.944842527
Magohb,Magohb,Magohb,66441,"mago homolog B, exon junction complex core component",1126.257604,-0.011917731,0.064943199,0.666113336,0.944842527
Rhobtb3,Rhobtb3,Rhobtb3,73296,Rho-related BTB domain containing 3,3.647502748,-0.002943038,0.096814516,0.666201069,NA
ENSMUSG00000055424.4,NA,ENSMUSG00000055424.4,NA,NA,6.623196822,-0.003955603,0.09300513,0.666210006,NA
Prrc1,Prrc1,Prrc1,73137,proline-rich coiled-coil 1,1395.65481,-0.013569137,0.058801493,0.666229313,0.944842527
Crtc1,Crtc1,Crtc1,382056,CREB regulated transcription coactivator 1,499.689487,0.013097965,0.060794392,0.666243793,0.944842527
Secisbp2l,Secisbp2l,Secisbp2l,70354,SECIS binding protein 2-like,2406.646224,0.014279986,0.054509873,0.666328974,0.944842527
Gm23706,Gm23706,Gm23706,115488711,"predicted gene, 23706",4.466495756,0.003919315,0.093129661,0.66638554,NA
ENSMUSG00000107481.1,NA,ENSMUSG00000107481.1,NA,NA,124.0634537,0.009391837,0.073245556,0.666387258,0.944842527
ENSMUSG00000097455.1,NA,ENSMUSG00000097455.1,NA,NA,1.791928689,0.002917734,0.096901986,0.666419727,NA
Sbno2,Sbno2,Sbno2,216161,strawberry notch 2,1762.013227,-0.01369296,0.058150231,0.666497729,0.944842527
Phgdh,Phgdh,Phgdh,236539,3-phosphoglycerate dehydrogenase,1202.3484,0.013734864,0.057931153,0.666533769,0.944842527
Hmmr,Hmmr,Hmmr,15366,hyaluronan mediated motility receptor (RHAMM),130.96433,-0.005484672,0.087510648,0.666557591,0.944842527
Espl1,Espl1,Espl1,105988,"extra spindle pole bodies 1, separase",62.9348989,0.006363491,0.084366908,0.666771895,0.944965187
Phf12,Phf12,Phf12,268448,PHD finger protein 12,1141.721336,-0.013934098,0.056762136,0.666854574,0.944965187
